,group,batch_group_number,only_female_owns_enterprises,number_enterprises_hh_C,child_under_6,treatment,shock_any,miss_shock_any,Age_C,Married_C,Muslim_C,HH_Size_C,Years_Education_C,Financial_Control_C,homeowner_C,miss_Age_C,miss_Married_C,miss_Muslim_C,miss_HH_Size_C,miss_Years_Education_C,miss_Financial_Control_C,miss_homeowner_C,No_Drain_C,miss_No_Drain_C,all_hh_enterprise_profits,female_entreprise_profits,miss_number_enterprises_hh_C,sec_loanamount1,sec_loanamount2,sec_loanamount3,sec_loanamount4,sec_loanamount5,sec_loanamount6,miss_sec_loanamount1,miss_sec_loanamount2,miss_sec_loanamount3,miss_sec_loanamount4,miss_sec_loanamount5,miss_sec_loanamount6
393,517/3,3.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,1.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
394,365/5,4.0,0.0,2.0,1.0,0.0,1.0,0.0,50.0,1.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
395,368/3,4.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,1.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
396,520,4.0,0.0,2.0,0.0,1.0,1.0,0.0,42.0,1.0,0.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,75.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
397,520/2,4.0,0.0,2.0,0.0,1.0,1.0,0.0,45.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,250.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
398,497/3,4.0,0.0,2.0,0.0,1.0,0.0,0.0,46.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,250.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
399,497/3,4.0,0.0,2.0,0.0,1.0,0.0,0.0,33.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1625.0,375.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
400,497/3,4.0,1.0,2.0,0.0,1.0,1.0,0.0,28.0,0.0,0.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,375.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
401,198/2,4.0,0.0,3.0,1.0,0.0,1.0,0.0,27.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7329.2305,360.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
402,198/2,4.0,1.0,3.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,3750.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
403,198/3,4.0,0.0,2.0,0.0,1.0,0.0,0.0,35.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,420.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
404,90/2,4.0,0.0,3.0,0.0,0.0,1.0,0.0,45.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,400.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
405,90/2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.30768,220.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
406,90/3,4.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,530.0,30.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
407,90/3,4.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,625.0,625.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
408,365/6,4.0,0.0,2.0,0.0,1.0,0.0,0.0,35.0,1.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.8462,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
409,365/6,4.0,0.0,2.0,0.0,1.0,1.0,0.0,45.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
410,522/2,3.0,1.0,1.0,0.0,1.0,1.0,0.0,32.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,750.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
411,522/2,3.0,0.0,3.0,0.0,1.0,1.0,0.0,37.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13060.0,500.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
412,522/3,3.0,0.0,2.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,800.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
413,305/2,4.0,0.0,2.0,1.0,0.0,1.0,0.0,28.0,1.0,0.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,810.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
414,349/3,5.0,0.0,2.0,0.0,1.0,1.0,0.0,28.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
415,349/3,5.0,1.0,3.0,0.0,1.0,1.0,0.0,27.0,1.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
416,399/3,5.0,0.0,4.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.4615,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
417,399/3,5.0,0.0,2.0,0.0,1.0,1.0,0.0,37.0,1.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
418,198/5,5.0,0.0,3.0,0.0,1.0,1.0,0.0,30.0,1.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17307.691,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
419,198/6,5.0,0.0,1.0,1.0,1.0,1.0,0.0,25.0,1.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
420,198/6,5.0,1.0,1.0,0.0,1.0,0.0,0.0,35.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
421,198/7,5.0,1.0,3.0,0.0,0.0,1.0,0.0,39.0,1.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
422,509/3,5.0,1.0,1.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,575.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
423,509/3,5.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
424,363/5,5.0,1.0,1.0,1.0,0.0,1.0,0.0,23.0,1.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
425,363/5,5.0,0.0,2.0,0.0,0.0,1.0,0.0,29.0,1.0,0.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,50.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
426,363/6,5.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.5,187.5,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
427,363/6,5.0,1.0,1.0,1.0,0.0,1.0,0.0,30.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
428,363/6,5.0,0.0,1.0,1.0,0.0,1.0,0.0,47.0,1.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,70.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
429,363/6,5.0,0.0,3.0,1.0,0.0,1.0,0.0,26.0,1.0,0.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.6538,241.5,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
430,533/2,5.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
431,349/5,5.0,0.0,2.0,1.0,1.0,1.0,0.0,30.0,1.0,0.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,250.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
432,349/5,5.0,0.0,2.0,1.0,1.0,1.0,0.0,38.0,1.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,800.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
433,402/6,5.0,0.0,2.0,1.0,1.0,1.0,0.0,23.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.077,350.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
434,402/7,6.0,0.0,4.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550.0,1300.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
435,200/4,5.0,0.0,2.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0769,70.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
436,200/4,5.0,0.0,2.0,1.0,1.0,1.0,0.0,21.0,1.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,300.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
437,200/4,5.0,1.0,1.0,0.0,1.0,1.0,0.0,40.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,3500.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
438,200/4,5.0,1.0,2.0,0.0,1.0,1.0,0.0,41.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,100.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
439,198/8,6.0,1.0,1.0,0.0,1.0,1.0,0.0,40.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
440,198/8,6.0,0.0,2.0,0.0,1.0,1.0,0.0,25.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
441,198/8,6.0,1.0,2.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,300.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
442,496/2,6.0,1.0,2.0,0.0,1.0,1.0,0.0,53.0,0.0,0.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1000.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
443,553/2,6.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
444,349/6,6.0,1.0,1.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
445,402/9,6.0,0.0,2.0,0.0,1.0,1.0,0.0,27.0,1.0,0.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
446,402/9,6.0,0.0,2.0,0.0,1.0,1.0,0.0,38.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
447,553/3,6.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,100.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
448,553/3,6.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
449,571,6.0,0.0,2.0,1.0,1.0,0.0,0.0,28.0,1.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
450,573,7.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,45.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
451,363/8,7.0,1.0,1.0,0.0,1.0,1.0,0.0,55.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
452,158/3,7.0,0.0,2.0,1.0,0.0,1.0,0.0,27.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,350.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
453,158/3,7.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
454,158/3,7.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,270.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
455,311/5,7.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1125.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
456,311/5,7.0,0.0,2.0,1.0,0.0,1.0,0.0,33.0,1.0,0.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036.0,36.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
457,311/5,7.0,1.0,1.0,1.0,0.0,1.0,0.0,28.0,1.0,0.0,4.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
458,20,7.0,1.0,1.0,0.0,1.0,1.0,0.0,42.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
459,22,7.0,0.0,3.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
460,Tista,7.0,1.0,1.0,0.0,1.0,0.76585364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,400.0,400.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
461,121,8.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6800.0,800.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
462,57,8.0,0.0,2.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
463,90,8.0,0.0,2.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,175.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
464,21,8.0,0.0,2.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.0,1300.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
465,178,8.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
466,175,8.0,0.0,2.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1050.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
467,201,8.0,0.0,2.0,1.0,1.0,1.0,0.0,19.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6570.0,270.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
468,Rita,8.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,4.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,7200.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
469,Lily,9.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,420.0,420.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
470,292,9.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
471,200/6,9.0,1.0,1.0,1.0,1.0,1.0,0.0,22.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,210.0,210.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
472,177,9.0,0.0,2.0,0.0,0.0,1.0,0.0,32.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3000.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
473,173,9.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2076.923,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
